dish_id,total_mass,total_calories,total_fat,total_carb,total_protein,calories_per_100g,fat_per_100g,carb_per_100g,protein_per_100g
dish_1551391477,19.25,55.0,0.22,3.85,1.32,285.7142857142857,1.1428571428571428,20.0,6.857142857142858
dish_1551227380,87.146004,102.0,1.29,14.039,5.149,117.04495366190284,1.4802744139593593,16.10974612215151,5.9084751608346835
dish_1551565096,109.360001,81.0,3.384,8.934999,11.301,74.06729998109637,3.0943671992102484,8.170262361281432,10.33375996402926
dish_1551324180,29.5,118.0,0.354,5.9,2.124,400.0,1.2,20.000000000000004,7.200000000000001
dish_1550792143,22.4,56.0,0.112,5.04,1.12,250.00000000000003,0.5000000000000001,22.500000000000004,5.000000000000001
dish_1567714745,8.96,32.0,0.128,1.696,0.704,357.1428571428571,1.4285714285714284,18.928571428571427,7.857142857142856
dish_1551303770,64.919998,12.0,5.04,0.168,4.44,18.484288924346544,7.763401348225549,0.2587800449408516,6.839186902008222
dish_1559593646,55.385956,37.0,4.106483,4.05874,1.123272,66.80393852911016,7.414303727103672,7.328103174747042,2.0280809091748817
dish_1550711688,7.7,77.0,0.0,1.54,0.77,1000.0,0.0,20.0,10.0
dish_1560798928,485.038239,399.0,21.99024,52.308964,23.906652,82.26155546470224,4.533712650230862,10.784503116258428,4.928817993667506
dish_1558640267,63.48,92.0,0.184,16.560001,0.644,144.92753623188406,0.2898550724637681,26.08695809703844,1.0144927536231885
dish_1562688382,113.599998,71.0,7.1,2.13,9.94,62.50000110035213,6.250000110035213,1.8750000330105638,8.750000154049298
dish_1550860787,111.0,75.0,8.25,1.2,7.5,67.56756756756756,7.432432432432432,1.081081081081081,6.756756756756756
dish_1562774475,320.963989,128.0,22.848999,13.518001,14.556001,39.87986328273107,7.11886684583796,4.211687747936109,4.535088514244506
dish_1561739576,63.84,84.0,0.0,15.120001,0.84,131.57894736842104,0.0,23.684212092731826,1.3157894736842104
dish_1550777646,18.549999,53.0,0.212,3.71,1.272,285.71430111667394,1.1428572044666956,20.000001078167173,6.857143226800174
dish_1550712403,100.5,25.0,8.25,0.325,6.25,24.875621890547265,8.208955223880597,0.32338308457711445,6.218905472636816
dish_1551565909,97.769997,178.0,4.593,17.257,1.676,182.05994217223918,4.697760193242105,17.6506091127322,1.7142273206779375
dish_1562603842,594.2453,237.0,38.460644,60.725197,6.708,39.88251989540346,6.472183120337679,10.218877120273396,1.1288267656471158
dish_1563908996,269.916046,293.0,10.461833,15.449356,29.324974,108.55227184233426,3.875958156263152,5.723763454952212,10.864479690844316
dish_1565035830,340.127991,414.0,6.475,14.785001,54.717999,121.71888552389092,1.9036951298724485,4.3468933434531705,16.087473083037143
dish_1563305722,434.658997,405.0,12.195141,9.579062,69.960106,93.17649071922926,2.8056801042128203,2.203810818622029,16.09540041339579
dish_1558642490,61.950001,187.0,0.466,14.1,2.511,301.85633088206083,0.7522195197381838,22.76029018950298,4.053268699705106
dish_1551224380,76.966003,29.0,1.218,12.267,3.915,37.67897366321595,1.5825168938550698,15.938205859540346,5.086661444534153
dish_1558724689,19.75,79.0,0.237,3.95,1.422,400.0,1.2,20.0,7.199999999999999
dish_1551375142,46.739998,82.0,0.246,11.48,0.574,175.43860399822867,0.526315811994686,24.561404559752017,1.2280702279876006
dish_1560369313,392.135712,387.0,28.680227,27.958673,40.545307,98.6903228033462,7.31385235323836,7.129846158974677,10.33961094571259
dish_1560441288,165.200012,72.0,10.983,5.668,10.455,43.58353194308485,6.648304601818069,3.4309924868528463,6.328692034235446
dish_1559243974,431.21994,306.0,25.580051,47.433929,12.482895,70.96146806198247,5.932019516537199,10.99993868558119,2.894786127005166
dish_1567789154,382.506012,111.0,30.302999,4.662,21.423,29.019151730352412,7.922228160952409,1.2188043726748012,5.600696283958015
dish_1565898590,212.704514,257.0,9.768724,16.11227,16.043444,120.82489231986868,4.592626557986447,7.574954427154282,7.542596862800948
dish_1558718974,422.013,73.0,36.135002,16.570999,16.352001,17.29804532087874,8.562532907754026,3.926656050879949,3.874762388836363
dish_1566590566,186.959702,142.0,8.816879,8.613251,17.35244,75.95219637224284,4.715924825340169,4.607009375742373,9.281379791672968
dish_1551492287,15.5,62.0,0.186,3.1,1.116,400.0,1.2,20.0,7.200000000000001
dish_1565207662,145.937561,128.0,11.480614,12.175006,14.462402,87.70874278212722,7.866798596147567,8.342613043944183,9.909992945544706
dish_1551307013,171.550003,52.0,11.686,11.48,6.152,30.31186190069609,6.812008041760278,6.6919264349998295,3.5861264310208143
dish_1568315132,591.265503,440.0,34.996658,29.930391,41.600544,74.41665339301895,5.918941291590962,5.062089847646667,7.035848326838713
dish_1563897794,57.57,101.0,0.303,14.14,0.707,175.43859649122808,0.5263157894736842,24.56140350877193,1.2280701754385965
dish_1550778355,16.4,41.0,0.082,3.69,0.82,250.00000000000003,0.5000000000000001,22.500000000000004,5.0
dish_1562788601,413.170135,287.0,19.139153,48.766399,23.146877,69.46291023672367,4.632269222459653,11.802982565523521,5.602262854743845
dish_1558030724,18.300001,61.0,0.061,4.636,0.366,333.33331511839805,0.33333331511839803,25.333331948998254,1.9999998907103882
dish_1561579706,284.444855,390.0,11.229327,23.337435,24.472879,137.10917710218382,3.947804575336755,8.204555150065906,8.60373410515722
dish_1563294575,485.90564,562.0,17.121397,72.021111,15.064019,115.66031627045942,3.5236053238649383,14.822036434892997,3.1001943093313344
dish_1565207631,64.405495,54.0,1.999056,8.169447,3.30245,83.84377761555905,3.1038593834268333,12.68439439833511,5.127590433083388
dish_1551494147,369.660004,230.0,14.521,36.071999,26.472002,62.21933601450699,3.9282042533332873,9.75815576737374,7.161175597455222
dish_1562688552,235.820007,304.0,8.75,30.278002,11.736,128.9118781172795,3.7104570181782752,12.83945428769324,4.976676978896028
dish_1551141747,134.779999,148.0,8.978,15.190001,14.114,109.80857775492342,6.661225750565557,11.27021895882341,10.471880178601278
dish_1559675146,19.07,45.0,0.121,4.19,1.18,235.97273203985316,0.6345044572627163,21.971683272155218,6.187729417933927
dish_1564690085,170.615997,143.0,5.857383,22.279419,9.364126,83.81394623858161,3.4330796074180547,13.058223960089746,5.488422049897233
dish_1559668016,469.059998,279.0,25.525999,41.743,18.7264,59.480663708185155,5.441947535248998,8.899287975522483,3.9923250927059444
dish_1551492908,127.049995,77.0,2.772,0.0,23.870001,60.60606299118705,2.1818182676827336,0.0,18.78788031435971
dish_1558640190,19.719999,58.0,0.116,4.64,0.464,294.1176619735122,0.5882353239470245,23.52941295788098,2.352941295788098
dish_1551223394,229.416016,145.0,3.528,38.502003,10.320001,63.203956954775116,1.537817656113425,16.782613381273258,4.4983786136361115
dish_1565640195,21.6,54.0,0.108,4.86,1.08,249.99999999999997,0.49999999999999994,22.5,5.0
dish_1561997274,356.330017,185.0,26.859999,2.918,24.17,51.918163268294066,7.53795574847684,0.8189037860372006,6.783037871322528
dish_1550774895,219.75,175.0,6.777,40.98,2.781,79.63594994311718,3.083959044368601,18.648464163822528,1.265529010238908
dish_1550861458,183.955994,126.0,10.012,15.402,8.137,68.49464225666928,5.442606018045816,8.372654603470002,4.423340508273952
dish_1561405356,206.645203,176.0,4.198396,7.496847,33.413628,85.17013579066725,2.031692939903376,3.627883391999184,16.169563829652507
dish_1561663891,247.168854,172.0,10.509971,18.052742,21.306768,69.58805578311254,4.252142140854041,7.303809403105457,8.620328838033938
dish_1566590987,639.911865,370.0,25.690851,8.976191,86.361153,57.82046251009895,4.014748343508211,1.4027230140513178,13.495788673960593
dish_1560356355,301.606934,148.0,15.277617,28.402531,12.777824,49.070489871429814,5.065406420662729,9.417068309178859,4.2365816430467085
dish_1568665052,345.654053,331.0,16.161036,17.310337,33.34906,95.76048570158095,4.67549443142216,5.0079947999336785,9.648103272782976
dish_1566936297,355.292206,266.0,23.922573,9.395162,44.923096,74.86795249316557,6.733210747662728,2.644347903314265,12.643985778849311
dish_1567110665,556.494568,532.0,43.294647,48.397079,39.440094,95.59841741348319,7.779886721194376,8.696774736532559,7.08723791172747
dish_1557937079,146.069992,27.0,11.339999,0.378,9.99,18.484289367250735,7.763400849641998,0.25878005114151026,6.839187065882771
dish_1562959295,3.04,19.0,0.019,0.646,0.133,625.0,0.625,21.25,4.375
dish_1561406789,184.905411,164.0,0.801091,39.572407,3.793967,88.69399717026128,0.43324367614098647,21.401432649258705,2.0518420631833214
dish_1562960472,139.970001,166.0,6.729,16.591,4.553,118.59684133316539,4.8074587068124695,11.853254184087634,3.252839871023506
dish_1563308386,155.805481,214.0,6.034588,24.200394,2.87349,137.3507521214867,3.8731551427256923,15.532440736150997,1.8442804332409848
dish_1562788794,465.224457,281.0,23.338419,35.742496,36.522697,60.40095179260965,5.0165933129349645,7.682849743215457,7.850553953142666
dish_1562687274,161.021606,141.0,12.139805,13.517261,1.161127,87.56588851809117,7.5392397961799,8.394687729049231,0.7211001236691181
dish_1551397629,99.278,166.0,3.446,14.054999,6.404,167.2072362456939,3.471061060859405,14.157214085698744,6.450573138056769
dish_1561665378,74.269997,70.0,1.68,15.4,2.17,94.25071068738565,2.2620170564972555,20.735156351224845,2.9217720313089552
dish_1551323035,241.320007,199.0,10.554,23.33,12.352,82.463117117347,4.37344591988181,9.667660916320127,5.118514686600353
dish_1565640723,15.12,54.0,0.216,2.862,1.188,357.14285714285717,1.4285714285714286,18.92857142857143,7.857142857142857
dish_1562168648,41.594833,32.0,2.229677,4.924903,1.024,76.93263247384597,5.360466286762108,11.840179764635668,2.461844239163071
dish_1550712839,618.472046,173.0,51.18,15.851999,28.148001,27.97216157446185,8.27523253977432,2.563090620267096,4.551216369769444
dish_1559925174,88.349998,155.0,0.465,21.700001,1.085,175.43860046267346,0.5263158013880205,24.561405196636226,1.2280702032387143
dish_1550874829,41.600002,26.0,3.9,2.34,0.52,62.49999699519245,9.374999549278867,5.62499972956732,1.249999939903849
dish_1558376734,206.76001,60.0,16.380001,2.52,11.58,29.01915123722426,7.922228771414743,1.2188043519634189,5.600696188784282
dish_1550713423,8.2,82.0,0.0,1.64,0.82,1000.0000000000001,0.0,20.0,10.0
dish_1568664972,303.422241,221.0,14.751798,11.029653,31.216145,72.83579452568871,4.861805104128805,3.6350838895821087,10.288021371511787
dish_1567019993,28.083149,55.0,0.703702,4.87714,1.841452,195.84698282945408,2.5057802456555,17.36678461521534,6.557142149550253
dish_1565811335,121.479324,219.0,3.380213,19.854195,5.656456,180.27759192996496,2.7825418258007426,16.34368248542443,4.656311719350693
dish_1563476267,237.710983,51.0,14.688,25.398001,3.162,21.454625005694414,6.178932001639991,10.68440367351474,1.3301867503530536
dish_1563824377,454.046021,338.0,28.374001,12.238,38.936001,74.44179320316078,6.249146493456442,2.695321494734561,8.575342410059353
dish_1558115764,151.479996,28.0,11.759999,0.392,10.360001,18.4842888429968,7.763400653905484,0.25878004380195524,6.83918753206199
dish_1563221086,328.277618,254.0,18.227091,12.389885,28.917324,77.37353571269058,5.552340458373863,3.7742094863135014,8.808801579643482
dish_1563382987,277.639526,254.0,16.486717,19.196491,13.464416,91.4855329352493,5.93817358699856,6.914177990636681,4.849603438668888
dish_1564427406,305.370026,135.0,20.115,0.135,30.51,44.20866113427911,6.587090509007586,0.04420866113427911,9.991157416347079
dish_1567110631,252.613922,260.0,14.578888,27.507641,6.725035,102.92386022968282,5.771213195446923,10.889202298201125,2.6621790860758656
dish_1564685360,304.052368,129.0,20.049007,4.989798,25.973656,42.42690193420891,6.593932200521457,1.641098220290789,8.542494232440905
dish_1551565068,109.360008,81.0,3.384,8.934999,11.301,74.06729524013934,3.0943670011435995,8.17026183831296,10.33375930257796
dish_1568666000,209.934982,197.0,7.829318,25.612118,10.612808,93.83857712670297,3.729401324834943,12.200023910259986,5.055283259080661
dish_1562687299,180.821609,196.0,12.194806,18.46726,1.436127,108.39412450975371,6.74410877518516,10.212971835683643,0.7942231063766277
dish_1561665422,571.39386,385.0,15.953769,24.421902,80.548927,67.37909294300081,2.7920791798497797,4.274092479747682,14.096918542316853
dish_1565798591,148.115723,224.0,7.408836,6.33827,13.454783,151.23310035086553,5.002059099424576,4.27926885250393,9.083966730527319
dish_1551392884,27.84,29.0,0.435,6.09,0.986,104.16666666666667,1.5625,21.875,3.541666666666667
dish_1550875168,44.099998,49.0,6.37,0.0,9.016,111.111116150164,14.44444509952132,0.0,20.444445371630174
dish_1565036922,539.864685,336.0,24.062843,42.207928,37.025078,62.237817982111565,4.457198936803951,7.81824208412521,6.858214480171082
dish_1563302315,13.86,63.0,0.189,2.079,1.953,454.54545454545456,1.3636363636363635,15.000000000000002,14.090909090909092
dish_1563220802,308.59436,252.0,15.236608,13.352823,29.468918,81.6605980744431,4.937422705975573,4.32698219111976,9.549402652725085
dish_1566414225,125.182129,88.0,4.186408,17.941746,3.759223,70.29757418489024,3.344253715320659,14.332513868652926,3.003002928636882
dish_1560442303,444.769989,297.0,25.354,30.082001,24.217001,66.77608816812503,5.700474543483643,6.76349613148022,5.444837016645024
dish_1551381365,34.880001,16.0,0.464,7.2,0.96,45.87155831790257,1.3302751912191746,20.642201243056157,2.7522934990741543
dish_1566591022,860.101868,467.0,41.21085,11.78919,102.851151,54.2958941695962,4.7913917564006505,1.3706736886194044,11.95801972145002
dish_1562691613,213.670166,300.0,2.879634,33.667633,13.199732,140.40331676440033,1.3477005488917906,15.75682446935526,6.177620510670637
dish_1562872662,133.21582,122.0,15.02996,5.005394,15.617198,91.58071466286812,11.28241375536329,3.7573570466330497,11.723230769438644
dish_1563563264,322.001984,163.0,22.523001,2.767,27.681999,50.62080611279712,6.994677709811875,0.8593114755466849,8.596841130022355
dish_1559843185,64.349998,161.0,0.514,15.219999,1.707,250.19425797029552,0.7987568235821857,23.651902833003973,2.6526807351260526
dish_1563389719,529.817993,457.0,29.358,21.484001,46.358997,86.25603623091752,5.541148165573909,4.0549776119060565,8.74998539356892
dish_1559841870,114.972008,201.0,0.201,30.551998,0.804,174.82516266046252,0.17482516266046255,26.573422984836448,0.6993006506418502
dish_1551392557,64.32,12.0,4.2,6.36,0.84,18.656716417910452,6.529850746268658,9.888059701492539,1.3059701492537314
dish_1551234185,3.74,17.0,0.051,0.561,0.527,454.5454545454545,1.3636363636363635,15.0,14.09090909090909
dish_1558635546,60.839996,117.0,0.234,16.379999,0.351,192.3077049511969,0.38461540990239385,26.923077049511974,0.5769231148535907
dish_1562691645,285.670135,345.0,7.379634,35.017635,19.499733,120.76866207942948,2.583271086422807,12.258066458364643,6.825961348742317
dish_1559843222,111.269997,229.0,0.65,27.460001,2.183,205.80570340089074,0.5841646603082051,24.678711009581495,1.9618945437735564
dish_1551237498,176.639999,128.0,2.688,32.0,5.76,72.46376852617624,1.521739139049701,18.11594213154406,3.2608695836779304
dish_1550705504,203.5,189.0,7.45,17.799999,15.139999,92.87469287469287,3.6609336609336607,8.746928255528255,7.4398029484029475
dish_1568132521,159.914001,156.0,6.584,19.441999,7.340001,97.5524338234774,4.117212976242149,12.157784107971882,4.589967703953576
dish_1550797753,53.129997,69.0,0.069,11.73,1.38,129.87013720328272,0.12987013720328272,22.077923324558064,2.597402744065654
dish_1560455421,180.938934,189.0,14.689533,15.287749,12.075824,104.45513070172062,8.118503118847823,8.449120740370892,6.673977641539549
dish_1558109945,74.360001,143.0,0.286,0.429,20.02,192.30768972152111,0.3846153794430422,0.5769230691645634,26.923076561012955
dish_1564170010,1264.54834,831.0,61.893875,57.291939,116.862572,65.71516277503476,4.894544007704759,4.530624665562409,9.241447582778845
dish_1550796794,68.729996,153.0,0.279,17.559999,0.991,222.6102268360382,0.40593629599512854,25.549250723075847,1.4418740836242736
dish_1561664042,285.042999,209.0,9.741618,9.51284,37.830917,73.3222709321831,3.4175959536546974,3.337335080452195,13.272003568836993
dish_1561405864,197.121201,106.0,5.344729,12.694054,23.070551,53.77402301845756,2.711392266730355,6.439720301825879,11.703739061533009
dish_1565020867,255.804886,325.0,6.230683,35.736317,13.901073,127.04995791206271,2.435716962810476,13.970146371637327,5.434248429484651
dish_1564773847,238.027573,161.0,15.737777,5.8212,17.603327,67.63922262064993,6.611745354392199,2.4455990231014124,7.395499092031662
dish_1565711326,296.092896,285.0,10.290755,49.627357,3.009226,96.25357576968007,3.475515670595488,16.76073883245075,1.0163114484178641
dish_1561576257,180.87999,134.0,10.321,20.493,2.411,74.08226858039964,5.705993238942572,11.329611418045744,1.3329279816965935
dish_1562007739,28.6,65.0,1.365,2.795,2.08,227.27272727272725,4.7727272727272725,9.772727272727272,7.2727272727272725
dish_1563304301,190.950912,151.0,8.933062,23.621746,4.687849,79.07791506122788,4.678198132931672,12.370585587986092,2.4550021525951133
dish_1563216689,235.208008,302.0,5.606515,13.58478,32.918709,128.39698893245165,2.3836412066378285,5.775645189767519,13.995573228952308
